"SiteNo","SiteName","StreetAddress","CityStateZip","County","InspectionType","InspectionDate","PermitNo","NPDESNo","ComplaintTrackingNo","InspectionReason","SiteStatus","SiteCondition","RecommendedActions","ComplianceAssist","Latitude","Longitude","Type","EnforcementAction","EnforcementActionNo","EnforcementActionIssued","CaseClosed","Media","Program","EnfIssue","ResolvedDate","ViolationSNCDate","MarkerShape","MarkerSize","InspectionCount","Construction"
"166398","Mayjack Property",", 22374 Three Notch Rd","Lexington Park,MD,20653","St. Mary's","Sediment_Erosion",2020-09-02,"20-SM-0051",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2823520100085,-76.4696480413147,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,1
"102538","GW Property Management","24845 Marina Way","Hollywood,MD,20636","St. Mary's","Tidal Wetlands",2019-11-20,"16-GL-1037",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.3496159867929,-76.5137619971458,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"165225","Wye harbor Lot 22","104 Bryan's Channel Way, 104 Bryans Channel Way","Queenstown,MD,21658","Queen Anne's","Sediment_Erosion",2019-11-20,NA,NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",38.966351015864,-76.1642109866021,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,1
"162576","David Ince","45080 Blackstone Cir","Hollywood,MD,20636","St. Mary's","Tidal Wetlands",2019-11-20,"18-GL-0962",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.3496369835354,-76.5151320195823,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"84953","Donald Deuvall","44974 Blackistone Cir","Hollywood,MD,20636","St. Mary's","Tidal Wetlands",2019-11-20,"19-GL-0079",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.3489220066485,-76.5201729795795,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"161274","MB Becraft LLC - Oakmont Lots 8 and 10","221 and 225 Central Ave","Gaithersburg,MD,20877","Montgomery","Nontidal Wetlands",2019-12-12,"18-NT-3139","MDRCP0460",NA,NA,"Active","Additional Investigation Required","Additional Investigation Required,Continue Routine Inspection","N",39.1359079905117,-77.180329997693,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,6,1
"161199","Salisbury Animal Health Lab","38.3698, -75.654","Salisbury,MD,21801","Wicomico","NPDES Construction Activity",2020-03-03,"18-SF-0163","MDRCWS0O9",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.355674999972,-75.6059050003179,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",3,8,1
"166648","WA DPW - Trovinger Mill Rd","20230 Trovinger Mill Rd","Hagerstown,MD,21742","Washington","Waterway Construction",2019-12-05,"19-NT-3275",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6503920154595,-77.6670350123666,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,0
"159282","Town Creek Water System","All of , Town Creek Road","California,MD,20619","St. Mary's","Sediment_Erosion",2020-03-04,"18-SM-0080",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.3179464124345,-76.4865753869805,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"147876","William Schulte","15320 and 15250 Old Frederick Road","Woodbine,MD,21797","Howard","Nontidal Wetlands",2019-11-22,"15-NT-3347",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.33927986911,-77.0402392463891,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"157057","Leonardtown VFD Museum","307 Lawrence Avenue","Leonardtown,MD,20650","St. Mary's","Sediment_Erosion",2019-11-22,"17-SM-0183",NA,NA,NA,"Inactive","Satisfactory/Compliance","Close File","N",38.293230931962,-76.6378139803304,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"122949","APA Paving Replacement","39.436800 -77.435300","Fort Detrick,MD,21702","Frederick","State_federal SWM",2020-07-23,"12-SF-0059",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.4264464000783,-77.4381889997011,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,0
"164627","Nods Forest LLC (New Construction)","2183 Theodore Road","Rising Sun,MD,21901","Cecil","NPDES Construction Activity",2020-02-28,"20CE0017",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.6425185473013,-75.9801947756581,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",4,10,1
"162955","Columbia Gas of Maryland Walnut Street Gas Line","Walnut Street and B-14 Alley; plus service laterals","Cumberland,MD,21502","Allegany","Sediment_Erosion",2019-11-25,"19-AL-0023",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6548249999457,-78.769894999644,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"167305","Craig J. & Dawn M. Haviland (PAF# 20-2212)","Behind 8936 Millers Island Boulevard","Sparrows Point,MD,21219","Baltimore","Nontidal Wetlands",2019-11-25,NA,NA,"20-2012",NA,"Inactive","Additional Investigation Required","Additional Investigation Required","N",39.2296219843806,-76.4046469687403,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,1,1
"165979","Columbia Gas of MD - Mount Savage Rd","Mount Savage Rd (MD 36), 1.1 Mi W of MD 36 and MD 47","Mount Savage,MD,21545","Allegany","Sediment_Erosion",2019-11-25,"19-NT-3204,20-AL-0020",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.7006900558464,-78.8424799211382,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"165614","Columbia Gas of MD, Tennants Lane Gas Line","Standish Street, Bealls Ln, and MD Rt 36","Frostburg,MD,21532","Allegany","Sediment_Erosion",2019-11-25,"19-AL-0073",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6608669905137,-78.9289762752931,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"167306","Walter A. & Nancy J. Tilley (PAF# 20-2211)","Adjacent to 4604 Bucks School House Road","Rosedale,MD,21237","Baltimore","Nontidal Wetlands",2019-11-25,NA,NA,"20-2011",NA,"Inactive","Additional Investigation Required","Additional Investigation Required","N",39.3752940135312,-76.4926649989179,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,1,1
"163814","Joseph S Goddard Jr FHO","38005 Sussex Lane","Avenue,MD,20609","St. Mary's","Sediment_Erosion",2020-09-03,"19-SM-0119",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2957337702115,-76.7635293514686,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,3,1
"71919","Emmas Breeze LLC","24901 Collins Wharf Road","Eden,MD,21822","Wicomico","Sediment_Erosion",2020-09-22,"20-NT-2008,20-WI-0033",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.3011060155223,-75.7551020266575,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,6,1
"153236","Town of Glenarden-Glenarden Branch Library","3408 Brightseat Rd","Lanham,MD,20706","Prince George's","Nontidal Wetlands",2019-11-26,"16-NT-0266",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.930808826966,-76.8598349851327,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"162598","PG DOE - Willow Hills SWM","7800 Pacer Court","Hyattsville,MD,20785","Prince George's","NPDES Construction Activity",2019-11-26,"18-NT-0297","MDRCQ04BE",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.8993834649404,-76.8702887636373,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"164815","A. Leroy Mast FHO",", 24196 Twin Lane","Leonardtown,MD,20650","St. Mary's","Sediment_Erosion",2020-10-05,"19-SM-0172",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.3312141367731,-76.6216981412512,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"140001","Foster Communities-Gateway Park","Walker Mill Road east of Waterford Drive","Capitol Heights,MD,20743","Prince George's","Nontidal Wetlands",2019-11-26,"13-NT-0109",NA,NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",38.8751650245027,-76.8788799213329,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,1
"167124","Williams Wharf Rd. & Harboside Dr.","Williams Wharf Rd. & Harborside Dr.","Saint Leonard,MD,20685","Calvert","Nontidal Wetlands",2019-11-26,NA,NA,"20-2219",NA,"Active","Satisfactory/Compliance","Close File","N",38.4453400450864,-76.5880299347827,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"160580","Transcontinental Gas Pipeline Co LLC-Frederick Rd","Frederick Rd","Ellicott City,MD,21042","Howard","Nontidal Wetlands",2019-11-26,"18-NT-3124",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.2907185181385,-76.9071895747237,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"165082","James D. Dixon ""East"" FHO",", 26486 S. Sandgates Rd","Mechanicsville,MD,20659","St. Mary's","Sediment_Erosion",2020-09-24,"19-SM-0201",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.395656984515,-76.6056849885922,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,2,1
"165083","James D. Dixon ""West"" FHO",", 26655 S. Sandsgates Rd","Mechanicsville,MD,20659","St. Mary's","Sediment_Erosion",2020-09-24,"19-SM-0202",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.4002179969895,-76.6108370091046,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"165120","Steffy Family LLC",", Hances Pt Rd","North East,MD,21901","Cecil","Sediment_Erosion",2019-12-06,"204064",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.5707292919236,-75.9514088732329,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,3,1
"141246","BA DPW-Powder Mill Run","Adjacent to Powder Mill Run, From Southern Cross Drive to Gwynns Falls. / Gwynn Oak Park ~10,000 LF","Lochearn,MD,21207","Baltimore","Waterway Construction",2021-03-02,NA,NA,NA,NA,"Active","UNKNOWN","Continue Routine Inspection,Continue Routine Investigation","N",39.3437606856727,-76.7199462927839,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,27,0
"167168","Allegany Motor & Pump Service","130 Wineow Street","Cumberland,MD,21502","Allegany","NPDES Industrial Stormwater",2019-11-27,NA,NA,"20-1056",NA,"Active","Satisfactory/Compliance","Close File","N",39.6471375654011,-78.7611638026805,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"163465","Columbia Gas - Cedarwood Drive Gas Line Replacement","along Cedarwood Drive and Cunningham Drive","Cumberland,MD,21502","Allegany","Sediment_Erosion",2019-11-27,"19-AL-0033",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6548249999457,-78.769894999644,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"164183","Ann C. May FHO","29100 29106 Three Notch rd, 29100 & 29106 Three Notch Rd","Mechanicsville,MD,20659","St. Mary's","Sediment_Erosion",2020-09-30,"19-SM-0146",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.4680630070613,-76.7713600107161,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"23304","Hance Land Clearing Debris Landfill","1000 Sixes Rd, 1/4 Mile West of Rte 4","Prince Frederick,MD,20678","Calvert","NPDES Industrial Stormwater",2019-12-19,"12SW1713",NA,NA,NA,"Active","Noncompliance","Additional Investigation Required","N",38.5047692902006,-76.5697725767449,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,0
"23516","Keyser's Ridge WWTP","National Pike & Holliday Rd","Grantsville,MD,21536","Garrett","Sediment_Erosion",2021-03-11,NA,NA,NA,NA,"Active","Satisfactory/Compliance","Close File","N",39.6993100596908,-79.223439935398,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,6,1
"152303","Beltway Iron","230 Schooner Lane","Prince Frederick,MD,20678","Calvert","NPDES Industrial Stormwater",2020-02-10,"12SW3127",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",38.5134930064168,-76.6482639670462,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,0
"163425","Donald G. Russell FHO","26508 N. Sandgsates Road","Mechanicsville,MD,20659","St. Mary's","Sediment_Erosion",2020-09-30,"19-SM-0069",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.3956270188985,-76.6361719821619,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"65068","AIRPORT INDUSTRIAL PARK","23665 Prop Place","Hollywood,MD,20636","St. Mary's","NPDES Construction Activity",2020-01-27,"17-SM-0195","MDRCT03IJ",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.3358649996839,-76.5648600003748,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,4,1
"164701","Columbia Gas of MD - Primrose Street Gas Line","north and south of US HWY 220 between Fall Avenue and Iris Avenue, Bowling Green","Cumberland,MD,21502","Allegany","NPDES Construction Activity",2019-12-02,"19-AL-0055","MDRCA04BR",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6548249999457,-78.769894999644,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"162770","Pinto Waterline Replacement - Area 1","Elton Avenue & Shoemaker Drive","Cresaptown,MD,21502","Allegany","Sediment_Erosion",2019-12-02,"19-AL-0014",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.5843100548006,-78.8494799001576,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"165080","Jerry Wade FHO",", 38400 Chaptico Rd","Mechanicsville,MD,20659","St. Mary's","Sediment_Erosion",2019-12-03,"19-SM-0199",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.3735667484292,-76.7486846051603,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"162035","Arrowhead Trail LLC","Doncaster Rd, Doncaster Rd","Easton,MD,21601","Talbot","Sediment_Erosion",2019-12-03,"19-TA-0006",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",38.7827407701754,-76.1304019665179,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"164901","Slope Repairs at Walker Garage","39.2568, -76.7124, Uninversity of Maryland Baltimore County, Walker Garage (south of Walker Ave)","Baltimore,MD,21202","Baltimore","State_federal SWM",2020-02-25,"19-SF-0168",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.2928336999008,-76.6073358001319,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,3,0
"1917","Hawkins Point Hazardous Waste Landfill","5501 Quarantine Road","Curtis Bay,MD,21226","Baltimore City","NPDES Industrial Stormwater",2019-12-03,"12SW1814",NA,NA,NA,"Active","Noncompliance","Additional Investigation Required,Continue Routine Inspection","N",39.2084749877687,-76.5480640144547,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"125837","Talbot Country Club","6142 Country Club Rd","Easton,MD,21601","Talbot","Sediment_Erosion",2019-12-03,"19-TA-0004",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.7207239954197,-76.1011899706955,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"167215","150 Hopewell Road","150 Hopewell Road","Rising Sun,MD,21911","Cecil","Nontidal Wetlands",2019-12-03,"204079",NA,NA,NA,"Active","Additional Investigation Required","Additional Investigation Required","N",39.6944219849169,-76.0660689584438,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,1,1
"167125","Quality Inn Solomomns","255 Lore Road","Solomons,MD,20688","Calvert","NPDES Municipal Minor Surface Water",2019-12-03,NA,NA,NA,NA,"Active","Additional Investigation Required","Close File","N",38.3329639946361,-76.4622169805534,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,1,0
"167214","436 Johnson Road","436 Johnson Road","Conowingo,MD,21918","Cecil","Nontidal Wetlands",2019-12-03,"204080",NA,NA,NA,"Active","Additional Investigation Required","Additional Investigation Required","N",39.6904068935459,-76.1501908335375,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,1,1
"167167","MD 543","EVA MAR, MD 543","Harford,MD,00000","Harford","Sediment_Erosion",2019-12-04,NA,NA,"20-2215",NA,"Active","Satisfactory/Compliance","Close File","N",39.599643862175,-76.3418480496096,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"20620","Liquid Transfer Terminals","6101 Pennington Ave","Curtis Bay,MD,21226","Baltimore City","NPDES Industrial Stormwater",2019-12-04,"12SR1635",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",39.2111099129085,-76.5860773629693,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"167208","Karl Smith","15706 Bottle Run Road","Cumberland,MD,21502","Allegany","Waterway Construction",2020-01-10,NA,NA,"20-1059",NA,"Active","Satisfactory/Compliance","Close File","Y",39.7183784274791,-78.67641291914,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,3,0
"167165","12619 Mt Laurel Ct","12619 Mt Laurel Ct","Reisterstown,MD,21136","Baltimore","Waterway Construction",2020-01-10,NA,NA,"20-2223",NA,"Active - No work today","Satisfactory/Compliance","Close File","N",39.4709829726066,-76.8026531488285,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,3,0
"161760","Robert Craig","4510 and 4536 Delauter Rd","Frederick,MD,21702","Frederick","Waterway Construction",2019-12-20,NA,NA,"20-1024",NA,"Complete","Satisfactory/Compliance","Close File","N",39.5536841687583,-77.5080660611623,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,2,0
"26876","Howard County DPW Centennial Park repair dam","10000 Clarksville Pike","Ellicott City,MD,21042","Howard","Nontidal Wetlands",2019-12-04,"10-NT-0330",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.2379360654344,-76.8595605776611,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"167210","Building Renovation and Addition 10401 Coastal Highway, OCMD","10401 Coastal Hwy.","Ocean City,MD,21842","Worcester","Sediment_Erosion",2020-09-18,"20-WO-0002",NA,"20-4026",NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.414439991494,-75.0579900362325,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,3,1
"167328","PAF 20-3046/Stormwater Concern","8506 Country Club Ln","Bethesda,MD,20817","Montgomery","Nontidal Wetlands",2019-12-04,NA,NA,"20-3046",NA,"Inactive","Satisfactory/Compliance","Close File,Refer to Others (See Findings)","N",38.9866379879915,-77.1794049710039,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"159432","CH DPW-St Charles Pkwy Stream Restoration-TMDL Bay Trust Fund Project","3000 Blk of St Charles Pkwy","Waldorf,MD,20601","Charles","Waterway Construction",2020-03-11,"17-NT-0478",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.5982960329817,-76.9103046509563,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,14,0
"78409","CL DPW-Alesia-Lineboro Rd","ALESIA-LINEBORO RD","Manchester,MD,21102","Carroll","Waterway Construction",2019-12-05,"18-NT-0388",NA,NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",39.6964316963371,-76.8381489633695,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"163359","Patrick Stack et al.","Various starting at 16181 Murray Rd, 38.111030 -76.338029","Ridge,MD,20680","St. Mary's","Tidal Wetlands",2019-12-05,"18-WL-1203",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.1106799882066,-76.3380700149006,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"144701","13472 Poplar Hill Rd","13472 Poplar Hill Road","Waldorf,MD,20601","Charles","Nontidal Wetlands",2020-09-10,NA,NA,"20-2214",NA,"Complete","Satisfactory/Compliance","Close File","N",38.6149470173526,-76.8415830080034,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,5,1
"167166","20231 North Snow Hill Manor rd","20231 North Snow Hill Manor rd, ""Pats Speed Shop""","Lexington Park,MD,20653","St. Mary's","NPDES Industrial Stormwater",2019-12-05,NA,NA,"20-2217",NA,"Complete","Satisfactory/Compliance","Close File","N",38.2138498332834,-76.4294206366788,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"29756","Superior Contractor Services","6928 Eastside Road","Parsonsburg,MD,21849","Wicomico","NPDES Industrial Stormwater",2020-01-14,NA,NA,"20-4076",NA,"Active","Noncompliance","Continue Routine Inspection","N",38.3918600000858,-75.5018350003794,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,0
"165343","Dominion Plaza","18113 Maugans Ave, 39.692374 -77.740280","Hagerstown,MD,21740","Washington","Waterway Construction",2020-02-12,"19-NT-3216",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",39.6923099971943,-77.7404100255093,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,5,0
"124718","James Sanders","21821 Whites Neck RD","Bushwood,MD,20618","St. Mary's","Tidal Wetlands",2019-12-05,"19-PR-0174",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Close File","N",38.2692399891224,-76.8049400098102,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"167800","Tinkers Creek Water Main Break","3608 Stonesboro Road","Fort Washington,MD,20744","Prince George's","Nontidal Wetlands",2019-12-05,NA,NA,"20-3049",NA,"Inactive","Additional Investigation Required","Continue Routine Inspection","N",38.7684509707813,-76.944659965311,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,1,1
"162283","Charles Tipton Sr","8152 & 8154 Forest Glen Dr","Pasadena,MD,21122","Anne Arundel","Tidal Wetlands",2019-12-05,"18-GL-0849",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.1260349886251,-76.46198496997,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"165304","CREG/Westport I LLC - Abingdon Business Park","1762-1700 Van Bibber Rd, 39.453388 -76.303838","Edgewood,MD,21040","Harford","Nontidal Wetlands",2019-12-06,NA,NA,"20-2226",NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",39.4543700198335,-76.3059099935558,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,1
"157612","AAFB PLayground - Youth Center","near Wilmington Dr, 38.7939, -76.895","Andrews Air Force Base,MD,20762","Prince George's","NPDES Construction Activity",2019-12-06,"17-SF-0206","MDRCQF016",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.7887029987316,-76.8946769501144,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"101250","Greensboro Elementary School/outdoor","-","Greensboro,MD","Caroline","Sediment_Erosion",2020-10-23,"20-CO-0004","MDRCF04NW",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.9735699996759,-75.8046999996688,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",4,19,1
